user_id,session_id,pageview_id,session_duration,event_type,event_time
user_76,session_345,page_2740,304,ad_click,2025-03-09T08:32:26.124920
user_87,session_550,page_2438,82,page_view,2025-03-09T11:25:26.124923
user_65,session_777,page_3453,490,form_submit,2025-03-09T15:29:26.124925
user_53,session_921,page_757,324,video_play,2025-03-09T13:55:26.124927
user_50,session_433,page_699,129,video_play,2025-03-09T11:14:26.124929
user_19,session_448,page_2232,276,video_play,2025-03-09T18:28:26.124931
user_37,session_860,page_4717,163,video_play,2025-03-09T23:36:26.124933
user_12,session_27,page_716,480,purchase,2025-03-09T23:04:26.124935
user_2,session_589,page_2757,391,ad_click,2025-03-09T19:52:26.124937
user_39,session_751,page_2775,224,purchase,2025-03-09T17:37:26.124939
user_72,session_135,page_3620,436,form_submit,2025-03-09T07:21:26.124941
user_12,session_410,page_2547,394,purchase,2025-03-09T13:07:26.124943
user_85,session_237,page_2416,330,ad_click,2025-03-09T10:15:26.124945
user_15,session_35,page_4751,370,form_submit,2025-03-09T04:16:26.124947
user_39,session_206,page_1004,401,ad_click,2025-03-09T14:33:26.124949
user_86,session_427,page_1406,409,video_play,2025-03-09T10:08:26.124950
user_30,session_253,page_4601,362,ad_click,2025-03-09T13:52:26.124952
user_56,session_562,page_1170,497,ad_click,2025-03-09T13:04:26.124954
user_21,session_200,page_3009,219,ad_click,2025-03-09T05:52:26.124956
user_59,session_16,page_1770,513,form_submit,2025-03-09T13:38:26.124958
user_89,session_402,page_4942,198,video_play,2025-03-09T13:29:26.124960
user_63,session_833,page_962,568,video_play,2025-03-09T05:57:26.124962
user_58,session_326,page_2129,358,purchase,2025-03-09T05:35:26.124964
user_68,session_54,page_3210,261,form_submit,2025-03-09T11:22:26.124966
user_90,session_403,page_1374,359,form_submit,2025-03-09T17:13:26.124968
user_88,session_219,page_1028,145,purchase,2025-03-09T21:57:26.124969
user_48,session_842,page_117,324,page_view,2025-03-09T18:29:26.124971
user_33,session_6,page_3776,516,purchase,2025-03-09T01:21:26.124973
user_54,session_321,page_771,31,form_submit,2025-03-09T23:34:26.124974
user_81,session_100,page_3128,154,ad_click,2025-03-09T14:06:26.124976
user_54,session_586,page_1580,264,page_view,2025-03-09T23:38:26.124978
user_21,session_880,page_1408,104,form_submit,2025-03-09T21:55:26.124980
user_22,session_318,page_893,500,page_view,2025-03-09T07:00:26.124981
user_38,session_733,page_3956,327,form_submit,2025-03-09T06:27:26.124983
user_57,session_473,page_4851,287,purchase,2025-03-10T00:29:26.124985
