user_id,session_id,pageview_id,session_duration,event_type,event_time
user_59,session_738,page_782,300,form_submit,2025-03-09T21:23:26.123017
user_77,session_465,page_399,198,page_view,2025-03-10T00:08:26.123020
user_57,session_589,page_2048,51,form_submit,2025-03-09T20:23:26.123022
user_21,session_771,page_1987,397,ad_click,2025-03-09T22:58:26.123024
user_31,session_102,page_3396,415,form_submit,2025-03-09T04:04:26.123026
user_74,session_498,page_1983,401,purchase,2025-03-09T12:22:26.123028
user_74,session_274,page_3816,27,page_view,2025-03-09T17:55:26.123030
user_71,session_981,page_632,169,video_play,2025-03-09T13:19:26.123032
user_4,session_388,page_2462,550,video_play,2025-03-09T16:29:26.123034
user_98,session_512,page_798,201,ad_click,2025-03-09T14:50:26.123036
user_5,session_386,page_3100,597,form_submit,2025-03-09T14:39:26.123038
user_50,session_855,page_2800,238,purchase,2025-03-09T02:24:26.123040
user_56,session_993,page_4476,182,page_view,2025-03-09T10:44:26.123042
user_10,session_499,page_1977,591,form_submit,2025-03-09T04:48:26.123044
user_89,session_430,page_4568,312,form_submit,2025-03-09T03:40:26.123046
user_54,session_751,page_3676,228,video_play,2025-03-10T00:01:26.123048
user_18,session_145,page_1946,138,video_play,2025-03-09T07:31:26.123050
user_23,session_128,page_3317,457,purchase,2025-03-09T12:36:26.123052
user_45,session_207,page_3292,419,ad_click,2025-03-09T15:37:26.123053
user_32,session_525,page_274,68,form_submit,2025-03-09T04:13:26.123055
user_30,session_59,page_2794,570,video_play,2025-03-09T09:34:26.123057
user_24,session_446,page_2673,351,form_submit,2025-03-09T03:19:26.123059
user_50,session_235,page_3425,323,purchase,2025-03-09T08:09:26.123061
user_1,session_475,page_2469,430,video_play,2025-03-09T03:19:26.123063
user_79,session_198,page_1994,154,ad_click,2025-03-09T19:20:26.123065
user_34,session_517,page_4499,294,video_play,2025-03-09T11:44:26.123067
user_65,session_160,page_1027,265,purchase,2025-03-09T21:30:26.123069
user_56,session_846,page_148,426,form_submit,2025-03-09T02:11:26.123070
user_87,session_916,page_1143,576,page_view,2025-03-09T15:05:26.123072
user_81,session_363,page_1176,460,purchase,2025-03-09T01:16:26.123074
user_4,session_303,page_208,550,video_play,2025-03-09T14:57:26.123076
user_94,session_137,page_4770,230,form_submit,2025-03-09T07:30:26.123078
user_25,session_652,page_4392,332,ad_click,2025-03-09T20:12:26.123080
user_28,session_63,page_3312,458,page_view,2025-03-09T00:45:26.123082
user_73,session_242,page_1892,37,ad_click,2025-03-09T16:54:26.123083
user_16,session_946,page_4519,504,ad_click,2025-03-09T11:51:26.123085
user_13,session_17,page_4999,554,form_submit,2025-03-09T23:46:26.123087
user_39,session_242,page_1132,563,page_view,2025-03-09T19:46:26.123089
user_36,session_53,page_2936,189,ad_click,2025-03-09T03:49:26.123091
user_29,session_590,page_3724,35,video_play,2025-03-09T11:53:26.123093
user_59,session_630,page_664,40,video_play,2025-03-09T22:20:26.123095
user_78,session_482,page_1091,538,page_view,2025-03-09T07:11:26.123097
user_30,session_530,page_4430,194,video_play,2025-03-09T23:44:26.123098
user_53,session_251,page_3038,566,page_view,2025-03-09T09:46:26.123100
user_79,session_317,page_4532,192,form_submit,2025-03-09T10:56:26.123102
user_97,session_34,page_2316,478,ad_click,2025-03-09T23:14:26.123104
user_15,session_527,page_943,85,ad_click,2025-03-09T11:32:26.123106
user_87,session_208,page_2558,511,ad_click,2025-03-09T09:27:26.123108
user_23,session_74,page_4342,447,ad_click,2025-03-09T17:59:26.123110
user_8,session_667,page_1369,160,page_view,2025-03-09T16:18:26.123112
user_84,session_298,page_2003,425,video_play,2025-03-09T03:13:26.123113
user_91,session_658,page_1556,560,purchase,2025-03-09T14:32:26.123115
user_51,session_67,page_2587,225,ad_click,2025-03-09T13:32:26.123117
user_14,session_575,page_3535,445,ad_click,2025-03-09T15:15:26.123119
user_6,session_352,page_3756,371,form_submit,2025-03-09T22:31:26.123121
user_29,session_822,page_4929,233,ad_click,2025-03-09T21:57:26.123123
user_92,session_237,page_3591,215,purchase,2025-03-09T23:04:26.123125
user_8,session_994,page_4857,33,video_play,2025-03-09T05:40:26.123127
user_9,session_87,page_1463,571,form_submit,2025-03-09T16:33:26.123128
user_26,session_439,page_4722,18,purchase,2025-03-09T05:24:26.123130
user_40,session_71,page_1087,372,page_view,2025-03-09T02:58:26.123132
user_77,session_658,page_4663,75,video_play,2025-03-09T22:28:26.123134
user_41,session_619,page_1812,496,video_play,2025-03-09T19:21:26.123136
user_3,session_435,page_2820,406,page_view,2025-03-10T00:35:26.123138
user_28,session_559,page_2275,213,ad_click,2025-03-09T13:40:26.123140
