user_id,session_id,pageview_id,session_duration,event_type,event_time
user_71,session_760,page_4442,90,purchase,2025-03-09T10:27:26.121024
user_2,session_408,page_4489,411,form_submit,2025-03-09T09:27:26.121029
user_99,session_284,page_2703,454,purchase,2025-03-09T15:39:26.121031
user_30,session_360,page_3710,499,form_submit,2025-03-09T16:40:26.121033
user_44,session_883,page_3406,422,purchase,2025-03-09T17:43:26.121035
user_91,session_490,page_2452,73,ad_click,2025-03-09T04:46:26.121037
user_94,session_332,page_4187,97,form_submit,2025-03-09T12:00:26.121039
user_56,session_143,page_4208,325,form_submit,2025-03-09T19:32:26.121041
user_43,session_579,page_1478,309,ad_click,2025-03-09T02:08:26.121042
user_75,session_107,page_3942,539,video_play,2025-03-09T11:00:26.121044
user_75,session_373,page_2164,566,form_submit,2025-03-09T01:52:26.121046
user_10,session_724,page_3990,503,video_play,2025-03-09T22:03:26.121048
user_61,session_695,page_1729,14,form_submit,2025-03-09T09:15:26.121050
user_37,session_328,page_1719,283,video_play,2025-03-09T08:36:26.121051
user_94,session_951,page_3407,401,page_view,2025-03-09T05:21:26.121053
user_42,session_147,page_1762,583,form_submit,2025-03-09T17:33:26.121055
user_32,session_186,page_968,88,video_play,2025-03-09T05:01:26.121057
user_13,session_158,page_2047,286,video_play,2025-03-09T03:53:26.121058
user_22,session_939,page_3767,93,ad_click,2025-03-09T06:25:26.121060
user_92,session_274,page_3755,425,video_play,2025-03-09T22:43:26.121062
user_6,session_979,page_2823,184,purchase,2025-03-09T12:51:26.121064
user_5,session_20,page_195,359,purchase,2025-03-09T02:27:26.121065
user_50,session_760,page_2878,91,form_submit,2025-03-09T03:57:26.121067
user_39,session_656,page_163,425,ad_click,2025-03-10T00:15:26.121069
user_64,session_459,page_1252,419,video_play,2025-03-09T06:25:26.121071
user_99,session_993,page_2965,173,form_submit,2025-03-09T16:17:26.121072
user_83,session_438,page_4275,22,page_view,2025-03-09T01:36:26.121074
user_5,session_972,page_450,407,ad_click,2025-03-09T05:15:26.121076
user_22,session_27,page_4517,207,page_view,2025-03-09T13:07:26.121078
user_51,session_41,page_1141,146,ad_click,2025-03-09T19:40:26.121079
user_90,session_957,page_1986,521,video_play,2025-03-09T11:50:26.121081
user_5,session_568,page_4841,15,form_submit,2025-03-09T09:07:26.121083
user_68,session_939,page_539,41,ad_click,2025-03-09T15:08:26.121084
user_54,session_817,page_4456,73,video_play,2025-03-09T06:11:26.121086
user_94,session_448,page_4288,174,purchase,2025-03-09T15:08:26.121088
user_44,session_563,page_2439,512,purchase,2025-03-09T16:04:26.121089
user_40,session_9,page_4718,562,video_play,2025-03-09T10:49:26.121091
user_6,session_33,page_701,244,page_view,2025-03-09T19:39:26.121093
user_10,session_354,page_629,251,video_play,2025-03-09T14:36:26.121094
user_82,session_353,page_971,262,ad_click,2025-03-09T02:59:26.121096
user_55,session_546,page_11,111,video_play,2025-03-09T08:53:26.121098
user_62,session_244,page_4931,513,video_play,2025-03-09T07:39:26.121100
user_39,session_121,page_3086,287,page_view,2025-03-09T00:45:26.121101
user_62,session_374,page_1667,583,purchase,2025-03-09T17:09:26.121103
user_71,session_651,page_1564,273,form_submit,2025-03-09T17:25:26.121105
user_69,session_468,page_4386,524,form_submit,2025-03-09T18:47:26.121106
user_43,session_532,page_2783,380,video_play,2025-03-09T09:23:26.121108
user_67,session_532,page_4245,27,form_submit,2025-03-09T07:37:26.121110
user_21,session_826,page_4169,258,form_submit,2025-03-09T23:03:26.121111
user_8,session_473,page_2484,214,ad_click,2025-03-09T16:23:26.121113
