user_id,session_id,pageview_id,session_duration,event_type,event_time
user_70,session_627,page_3358,300,page_view,2025-03-09T04:12:26.118085
user_60,session_638,page_286,463,form_submit,2025-03-09T07:12:26.118095
user_4,session_207,page_2922,557,ad_click,2025-03-09T23:12:26.118097
user_30,session_636,page_2627,43,ad_click,2025-03-09T03:54:26.118100
user_14,session_174,page_1136,445,video_play,2025-03-09T11:42:26.118101
user_77,session_535,page_876,239,purchase,2025-03-09T19:09:26.118103
user_57,session_336,page_4649,551,page_view,2025-03-09T06:23:26.118105
user_90,session_443,page_1250,427,page_view,2025-03-09T07:51:26.118108
user_22,session_685,page_115,409,video_play,2025-03-09T21:52:26.118110
user_76,session_143,page_4964,70,ad_click,2025-03-09T04:51:26.118112
user_77,session_936,page_4942,526,purchase,2025-03-09T07:12:26.118114
user_31,session_955,page_357,297,ad_click,2025-03-09T03:17:26.118115
user_39,session_399,page_3278,210,form_submit,2025-03-09T04:04:26.118117
user_12,session_177,page_1622,99,purchase,2025-03-09T15:13:26.118119
user_13,session_234,page_4986,243,purchase,2025-03-09T03:24:26.118121
user_95,session_702,page_3374,364,purchase,2025-03-09T05:12:26.118122
user_69,session_243,page_2900,436,purchase,2025-03-09T01:33:26.118124
user_78,session_825,page_3754,81,ad_click,2025-03-09T20:30:26.118126
user_38,session_83,page_4304,440,purchase,2025-03-09T17:23:26.118127
user_57,session_733,page_2157,590,purchase,2025-03-09T06:38:26.118129
user_3,session_635,page_3311,153,form_submit,2025-03-09T06:14:26.118131
user_2,session_617,page_1418,517,page_view,2025-03-09T13:11:26.118132
user_52,session_267,page_4703,39,ad_click,2025-03-09T19:45:26.118134
user_92,session_411,page_61,160,page_view,2025-03-09T20:10:26.118136
user_52,session_990,page_4209,285,video_play,2025-03-09T22:39:26.118137
user_66,session_731,page_2708,532,page_view,2025-03-09T15:42:26.118139
user_86,session_194,page_4464,72,page_view,2025-03-09T17:32:26.118141
user_61,session_214,page_3712,241,video_play,2025-03-10T00:34:26.118142
user_96,session_388,page_620,432,video_play,2025-03-09T19:13:26.118144
user_99,session_244,page_4252,444,form_submit,2025-03-09T10:51:26.118146
user_58,session_519,page_3738,15,purchase,2025-03-09T05:33:26.118147
user_94,session_95,page_654,175,purchase,2025-03-09T15:44:26.118149
user_62,session_401,page_2748,418,page_view,2025-03-09T11:39:26.118151
user_81,session_747,page_3885,246,ad_click,2025-03-09T22:55:26.118152
user_88,session_161,page_4053,281,form_submit,2025-03-09T12:02:26.118154
user_18,session_265,page_2460,76,video_play,2025-03-09T01:47:26.118156
user_83,session_954,page_4045,170,video_play,2025-03-09T15:43:26.118157
user_75,session_6,page_775,571,purchase,2025-03-09T15:19:26.118159
user_29,session_910,page_2616,539,ad_click,2025-03-09T09:24:26.118161
user_85,session_245,page_944,109,ad_click,2025-03-09T22:30:26.118162
user_41,session_571,page_3793,369,purchase,2025-03-09T17:52:26.118164
user_42,session_222,page_1675,569,page_view,2025-03-09T01:33:26.118166
user_83,session_943,page_2552,47,video_play,2025-03-09T23:31:26.118167
user_18,session_864,page_2997,527,form_submit,2025-03-09T13:10:26.118169
user_38,session_726,page_3539,277,form_submit,2025-03-09T10:30:26.118171
user_77,session_859,page_3709,381,video_play,2025-03-10T00:41:26.118172
user_27,session_105,page_2647,316,ad_click,2025-03-09T21:43:26.118174
user_41,session_880,page_4403,430,form_submit,2025-03-09T05:54:26.118176
user_35,session_561,page_4306,229,page_view,2025-03-09T15:28:26.118177
user_88,session_557,page_4885,359,purchase,2025-03-09T12:50:26.118179
user_39,session_258,page_2871,219,purchase,2025-03-09T03:14:26.118180
user_30,session_348,page_4294,368,ad_click,2025-03-09T21:18:26.118182
user_68,session_27,page_1144,293,ad_click,2025-03-09T04:10:26.118184
user_25,session_126,page_168,46,page_view,2025-03-09T14:27:26.118185
user_38,session_528,page_2618,485,page_view,2025-03-09T14:50:26.118187
user_23,session_142,page_226,165,purchase,2025-03-09T18:22:26.118189
user_66,session_32,page_1479,45,purchase,2025-03-09T20:13:26.118190
user_8,session_652,page_3759,431,form_submit,2025-03-09T14:35:26.118192
user_13,session_448,page_1468,172,form_submit,2025-03-09T20:03:26.118193
user_75,session_256,page_629,110,page_view,2025-03-09T12:14:26.118195
user_72,session_861,page_1346,358,purchase,2025-03-09T05:21:26.118197
user_39,session_430,page_790,386,purchase,2025-03-09T16:24:26.118198
user_18,session_889,page_4362,462,page_view,2025-03-09T23:35:26.118200
user_79,session_208,page_2244,189,form_submit,2025-03-09T11:38:26.118202
user_14,session_797,page_2023,72,video_play,2025-03-09T00:45:26.118203
user_40,session_512,page_3691,482,form_submit,2025-03-09T04:56:26.118205
user_65,session_528,page_3324,393,ad_click,2025-03-09T19:03:26.118207
user_23,session_627,page_1355,347,purchase,2025-03-09T17:32:26.118209
user_93,session_276,page_4688,194,purchase,2025-03-09T23:13:26.118210
user_53,session_427,page_3187,298,page_view,2025-03-09T06:13:26.118212
user_20,session_673,page_2584,14,ad_click,2025-03-09T12:58:26.118214
user_82,session_878,page_526,285,ad_click,2025-03-09T22:11:26.118215
user_9,session_356,page_2530,182,video_play,2025-03-09T06:17:26.118217
user_91,session_805,page_4494,461,purchase,2025-03-09T09:02:26.118219
user_96,session_327,page_4717,125,video_play,2025-03-10T00:19:26.118220
user_29,session_132,page_1234,139,ad_click,2025-03-09T08:56:26.118222
user_66,session_714,page_1816,13,form_submit,2025-03-09T04:41:26.118224
user_78,session_79,page_3987,526,purchase,2025-03-09T23:31:26.118226
user_1,session_876,page_604,578,page_view,2025-03-09T07:23:26.118227
user_36,session_727,page_3507,480,page_view,2025-03-09T10:39:26.118229
user_78,session_408,page_466,429,video_play,2025-03-09T11:38:26.118231
user_85,session_374,page_4234,271,video_play,2025-03-09T04:10:26.118232
user_21,session_774,page_4836,559,ad_click,2025-03-09T17:34:26.118234
user_97,session_522,page_2383,327,purchase,2025-03-09T09:19:26.118236
user_40,session_185,page_2380,464,page_view,2025-03-09T08:17:26.118237
user_50,session_309,page_4257,546,video_play,2025-03-09T14:22:26.118239
user_27,session_70,page_1781,46,form_submit,2025-03-09T04:10:26.118241
