user_id,session_id,pageview_id,session_duration,event_type,event_time
user_15,session_300,page_2937,309,form_submit,2025-03-09T07:30:26.126626
user_68,session_548,page_1509,181,video_play,2025-03-09T07:34:26.126629
user_29,session_524,page_2023,420,form_submit,2025-03-09T09:09:26.126631
user_6,session_886,page_1690,515,form_submit,2025-03-09T07:17:26.126633
user_46,session_132,page_1934,474,ad_click,2025-03-09T14:50:26.126634
user_10,session_710,page_1323,230,video_play,2025-03-09T22:42:26.126636
user_96,session_381,page_4017,94,form_submit,2025-03-09T21:19:26.126638
user_50,session_30,page_207,335,ad_click,2025-03-09T12:35:26.126640
user_66,session_82,page_4579,575,form_submit,2025-03-09T21:47:26.126642
user_87,session_137,page_4414,465,video_play,2025-03-09T16:29:26.126643
user_71,session_476,page_1241,350,page_view,2025-03-09T02:03:26.126645
user_13,session_262,page_1418,44,page_view,2025-03-09T16:49:26.126647
user_94,session_599,page_816,114,purchase,2025-03-10T00:18:26.126648
user_33,session_547,page_3589,506,purchase,2025-03-09T18:38:26.126650
user_96,session_371,page_2300,75,page_view,2025-03-10T00:37:26.126652
user_23,session_481,page_2520,569,form_submit,2025-03-09T08:53:26.126654
user_88,session_467,page_4228,578,ad_click,2025-03-09T22:39:26.126655
user_75,session_251,page_3598,110,purchase,2025-03-09T21:14:26.126657
user_61,session_964,page_431,479,video_play,2025-03-09T16:59:26.126659
user_80,session_923,page_1502,578,video_play,2025-03-09T21:56:26.126661
user_43,session_651,page_1375,89,purchase,2025-03-09T10:06:26.126663
user_18,session_57,page_2509,15,form_submit,2025-03-09T23:02:26.126664
user_98,session_477,page_4606,290,page_view,2025-03-09T11:54:26.126666
user_26,session_590,page_545,447,ad_click,2025-03-09T03:31:26.126668
user_41,session_491,page_1720,152,purchase,2025-03-09T03:22:26.126670
user_22,session_303,page_2090,90,purchase,2025-03-09T15:27:26.126671
user_58,session_670,page_38,64,purchase,2025-03-09T05:47:26.126673
user_61,session_660,page_487,199,purchase,2025-03-09T03:40:26.126675
user_32,session_438,page_3909,444,ad_click,2025-03-09T02:00:26.126676
user_95,session_560,page_3252,186,form_submit,2025-03-09T07:57:26.126678
user_97,session_311,page_1055,14,video_play,2025-03-09T15:05:26.126680
user_69,session_191,page_2676,496,page_view,2025-03-09T17:47:26.126681
user_75,session_938,page_1839,185,form_submit,2025-03-09T16:44:26.126683
user_96,session_78,page_846,453,purchase,2025-03-09T13:59:26.126685
user_8,session_681,page_4417,185,ad_click,2025-03-09T03:29:26.126687
user_45,session_36,page_1095,395,ad_click,2025-03-09T18:02:26.126688
user_77,session_572,page_666,275,form_submit,2025-03-09T01:18:26.126690
user_49,session_429,page_1653,387,form_submit,2025-03-09T09:03:26.126692
user_79,session_25,page_2744,260,ad_click,2025-03-09T22:34:26.126693
user_23,session_219,page_2368,290,purchase,2025-03-09T05:56:26.126695
user_19,session_437,page_845,10,purchase,2025-03-09T08:03:26.126697
